ID,Name,Price,"Quantity on Hand"
1878,"Dartmouth green Loveseat",$669.99,54
1879,"Hansa yellow Dining Chair",$89.99,203
1880,"Cadmium red Ottoman",$92.99,248
1881,"Trypan Blue Bed",$389.99,36
1882,"Peach Nightstand",$81.99,171
1883,"Ash gray End Table",$99.99,152
1884,"Maroon Futon",$419.99,140
1885,"Tangerine Dining Table",$800,112
1886,"Medium blue Stool",$54.99,245
1887,"Jasmine Stool",$54.99,162
1888,"Dark cornflower blue Dining Table",$800,148
1889,"Turquoise Dining Chair",$89.99,247
1890,"Dark sky blue Storage Bench",$194.99,142
1891,"Light slate gray Nightstand",$81.99,107
1892,"Electric blue Plant Stand",$42.99,55
1893,"Barn red Sofa",$1249.99,84
1894,"Straw Nightstand",$81.99,185
1895,"Dogwood rose Dresser",$599.99,169
1896,"Black bean Futon",$419.99,135
1897,"Shamrock green Futon",$419.99,202
1898,"Burgundy Loveseat",$669.99,180
1899,"Morning blue Dining Table",$800,38
1900,"Spanish green Dresser",$599.99,231
1901,"Blond End Table",$99.99,171
1902,"Hunter green Wardrobe",$719.99,182
1903,"Thistle grey Plant Stand",$42.99,164
1904,"Goldenrod Dresser",$599.99,75
1905,"Laser lemon Dining Chair",$89.99,52
1906,"Tiffany Blue Storage Bench",$194.99,123
1907,"Mimi pink Sleeper Sofa","$1,279.99",216
1908,"True Blue Dresser",$599.99,40
1909,"Taupe Stool",$54.99,47
1910,"Warm black Headboard",$222.99,88
1911,"China rose Coffee Table",$222.95,38
1912,"Vegas gold Bench",$114.99,32
1913,"June bud Coffee Table",$222.95,49
1914,"Steel pink Crib",$289,217
1915,"Ivory Bench",$114.99,218
1916,"Brick red Wardrobe",$719.99,126
1917,"Golden brown Bench",$114.99,56
1918,"Purple pizzazz Reclining Loveseat","$1,023.99",28
1919,"Desert Sleeper Sofa","$1,279.99",119
1920,"French lime Chaise Lounge",$235.99,175
1921,"Bud green Daybed",$711.99,201
1922,"Alice blue End Table",$99.99,70
1923,"Rusty red Sofa",$1249.99,236
1924,"Glossy grape Plant Stand",$42.99,196
1925,"Rojo Spanish red Sofa",$1249.99,129
1926,"Middle red Reclining Sofa","$1,119.99",40
1927,"Citrine Dining Table",$800,54
1928,"Manatee grey Storage Bench",$194.99,126
1929,"Bright navy blue Headboard",$222.99,83
1930,"Wintergreen Dream Stool",$54.99,91
1931,"Firebrick Loveseat",$669.99,208
1932,"Spring Frost Futon",$419.99,50
1933,"Fern green Stool",$54.99,140
1934,"Sky magenta Plant Stand",$42.99,169
1935,"New York pink Dining Chair",$89.99,90
1936,"Spanish orange Headboard",$222.99,144
1937,"Fire opal Headboard",$222.99,94
1938,"Turquoise blue Daybed",$711.99,96
1939,"Windsor tan Crib",$289,196
1940,"Heliotrope Sofa",$1249.99,88
1941,"June bud Crib",$289,208
1942,"Safety orange Stool",$54.99,63
1943,"Bright maroon Crib",$289,212
1944,"Maya blue Loveseat",$669.99,160
1945,"Purple Plum Chaise Lounge",$235.99,246
1946,"Medium slate blue Daybed",$711.99,166
1947,"Medium violet-red Futon",$419.99,163
1948,"Silver pink Storage Bench",$194.99,219
1949,"Antique brass Chaise Lounge",$235.99,69
1950,"Alloy orange Ottoman",$92.99,124
1951,"Yellow-green Plant Stand",$42.99,73
1952,"Cadet blue Crib",$289,44
1953,"Jazzberry jam Nightstand",$81.99,219
1954,"Rich black Headboard",$222.99,113
1955,"Artichoke Stool",$54.99,202
1956,"Fawn Storage Bench",$194.99,43
1957,"Maximum green Chaise Lounge",$235.99,127
1958,"Metallic gold End Table",$99.99,158
1959,"Sunray gold Dining Table",$800,229
1960,"Light goldenrod yellow Ottoman",$92.99,39
1961,"Orange Storage Bench",$194.99,64
1962,"Dark sky blue Sectional","$1,039.99",32
1963,"Hot pink Sofa",$1249.99,38
1964,"Misty rose Ottoman",$92.99,214
1965,"Maximum purple Coffee Table",$222.95,201
1966,"Ash gray Chaise Lounge",$235.99,204
1967,"Spanish carmine Reclining Loveseat","$1,023.99",34
1968,"Dark orange Ottoman",$92.99,103
1969,"Red-orange Dresser",$599.99,78
1970,"Imperial red Nightstand",$81.99,126
1971,"Mardi Gras purple Stool",$54.99,132
1972,"Orchid pink Storage Bench",$194.99,184
1973,"Café au lait Storage Bench",$194.99,33
1974,"Persian green Bed",$389.99,85
1975,"Sky blue Daybed",$711.99,101
1976,"Spanish blue Sectional","$1,039.99",113
1977,"Baby pink End Table",$99.99,30
1978,"Light yellow Crib",$289,195
1979,"Light coral Dining Chair",$89.99,103
1980,"Almond Chaise Lounge",$235.99,77
1981,"Bright yellow Crib",$289,40
1982,"India green Stool",$54.99,73
1983,"Pine tree Reclining Loveseat","$1,023.99",26
1984,"Payne's grey Dining Table",$800,94
1985,"Dark olive green Ottoman",$92.99,96
1986,"Pacific blue Daybed",$711.99,178
1987,"Chrome yellow Futon",$419.99,130
1988,"Medium purple Loveseat",$669.99,76
1989,"Dartmouth green Sectional","$1,039.99",100
1990,"Tan Coffee Table",$222.95,149
1991,"Mode beige Nightstand",$81.99,211
1992,"Portland Orange Plant Stand",$42.99,51
1993,"Tangerine Reclining Loveseat","$1,023.99",238
1994,"French violet Loveseat",$669.99,94
1995,"Laser lemon Chaise Lounge",$235.99,99
1996,"Pink flamingo Dining Chair",$89.99,157
1997,"Golden brown Sleeper Sofa","$1,279.99",31
1998,"Fuchsia Sofa",$1249.99,59
1999,"Laser lemon Dining Table",$800,60
2000,"Medium purple Bench",$114.99,89
2001,"Bluetiful Sectional","$1,039.99",127
2002,"Cyber grape End Table",$99.99,217
2003,"Metallic gold Stool",$54.99,221
2004,"Falu red Plant Stand",$42.99,51
2005,"Shadow grey Wardrobe",$719.99,64
2006,"Unmellow yellow Sectional","$1,039.99",165
2007,"Tuscan brown Bed",$389.99,131
2008,"Light coral Sofa",$1249.99,202
2009,"Gray Ottoman",$92.99,162
2010,"Tea green Ottoman",$92.99,85
2011,"Air superiority blue Loveseat",$669.99,137
2012,"Pale spring bud Dining Table",$800,127
2013,"Moss green Futon",$419.99,82
2014,"Red-violet Sectional","$1,039.99",67
2015,"Lavender Dresser",$599.99,51
2016,"Dark chocolate Nightstand",$81.99,194
2017,"Persian green Plant Stand",$42.99,172
2018,"Piggy pink Reclining Loveseat","$1,023.99",167
2019,"Razzmatazz Stool",$54.99,73
2020,"Polished Pine Nightstand",$81.99,62
2021,"Maximum green Coffee Table",$222.95,243
2022,"Palatinate purple Chaise Lounge",$235.99,186
2023,"Rich black Dining Table",$800,28
2024,"Artichoke Reclining Sofa","$1,119.99",177
2025,"Seashell Bed",$389.99,78
2026,"Dark violet Sofa",$1249.99,110
2027,"Mint cream Storage Bench",$194.99,50
2028,"Blizzard blue Bench",$114.99,84
2029,"Khaki Storage Bench",$194.99,85
2030,"Windsor tan Sofa",$1249.99,190
2031,"Sonic silver Sectional","$1,039.99",49
2032,"Heliotrope Dining Chair",$89.99,133
2033,"Indian red Daybed",$711.99,34
2034,"Bright navy blue Plant Stand",$42.99,118
2035,"Robin egg blue Loveseat",$669.99,171
2036,"Bittersweet shimmer Reclining Loveseat","$1,023.99",165
2037,"Medium spring green Storage Bench",$194.99,201
2038,"Salmon End Table",$99.99,105
2039,"Green-yellow Dining Chair",$89.99,36
2040,"Mauve taupe Loveseat",$669.99,165
2041,"Maroon Dining Table",$800,212
2042,"Ocean green Plant Stand",$42.99,56
2043,"Imperial red Headboard",$222.99,86
2044,"Tea green Bed",$389.99,29
2045,"Kelly green Wardrobe",$719.99,84
2046,"Spanish violet Daybed",$711.99,193
2047,"Tomato red Wardrobe",$719.99,121
2048,"Mauvelous Reclining Loveseat","$1,023.99",182
2049,"University of Pennsylvania red Chaise Lounge",$235.99,73
2050,"Medium aquamarine Dining Table",$800,196
2051,"Peach puff Headboard",$222.99,45
2052,"Cobalt blue Reclining Sofa","$1,119.99",100
2053,"Neon blue Wardrobe",$719.99,45
2054,"Process yellow Sleeper Sofa","$1,279.99",231
2055,"Turtle green Sleeper Sofa","$1,279.99",120
2056,"Polished Pine Stool",$54.99,75
2057,"Wheat gold Headboard",$222.99,98
2058,"Coral pink Dresser",$599.99,135
2059,"Carmine Stool",$54.99,199
2060,"Neon green Futon",$419.99,205
2061,"Navajo white Sectional","$1,039.99",68
2062,"Purple pizzazz Futon",$419.99,86
2063,"Jet Wardrobe",$719.99,168
2064,"Bud green Reclining Sofa","$1,119.99",57
2065,"Pale spring bud Daybed",$711.99,74
2066,"Taupe Sectional","$1,039.99",141
2067,"Orange-yellow Wardrobe",$719.99,153
2068,"Misty rose End Table",$99.99,136
2069,"Amazon green Nightstand",$81.99,118
2070,"Coyote brown Plant Stand",$42.99,77
2071,"Dark slate blue Headboard",$222.99,49
2072,"Uranian blue Reclining Loveseat","$1,023.99",136
2073,"French sky blue Chaise Lounge",$235.99,162
2074,"Copper penny Storage Bench",$194.99,95
2075,"Rose ebony Ottoman",$92.99,26
2076,"Deep cerise Nightstand",$81.99,93
2077,"Tufts blue Dining Chair",$89.99,42
2078,"Tangerine Stool",$54.99,204
2079,"May green Sleeper Sofa","$1,279.99",186
2080,"Selective yellow Plant Stand",$42.99,88
2081,"Middle green Daybed",$711.99,157
2082,"Green Sheen Headboard",$222.99,93
2083,"Celadon blue Coffee Table",$222.95,87
2084,"Rose Crib",$289,190
2085,"Aquamarine Daybed",$711.99,145
2086,"Mantis green Reclining Loveseat","$1,023.99",73
2087,"Light yellow Coffee Table",$222.95,59
2088,"China pink Sofa",$1249.99,247
2089,"Wild Strawberry Stool",$54.99,199
2090,"French violet End Table",$99.99,139
2091,"Cadet grey Nightstand",$81.99,169
2092,"Amazon green Stool",$54.99,170
2093,"Candy apple red Storage Bench",$194.99,221
2094,"Tomato red Daybed",$711.99,179
2095,"Old burgundy Chaise Lounge",$235.99,101
2096,"Dark blue-gray Reclining Sofa","$1,119.99",53
2097,"Mauve taupe Plant Stand",$42.99,32
2098,"Myrtle Ottoman",$92.99,227
2099,"Bright maroon Bench",$114.99,35
2100,"Sunset Wardrobe",$719.99,182
2101,"Hot pink Wardrobe",$719.99,94
2102,"Ebony Coffee Table",$222.95,210
2103,"Han purple Chaise Lounge",$235.99,44
2104,"Sunglow Loveseat",$669.99,187
2105,"Medium blue Bench",$114.99,48
2106,"Jet Sectional","$1,039.99",54
2107,"Medium carmine Stool",$54.99,152
2108,"Green-cyan Bench",$114.99,88
2109,"Orchid Headboard",$222.99,182
2110,"Titanium yellow Bench",$114.99,35
2111,"Light salmon Headboard",$222.99,70
2112,"Silver Chaise Lounge",$235.99,163
2113,"Olive Drab Sleeper Sofa","$1,279.99",170
2114,"Deep saffron Chaise Lounge",$235.99,141
2115,"Wintergreen Dream Loveseat",$669.99,40
2116,"Maximum green yellow Futon",$419.99,153
2117,"Purple pizzazz Coffee Table",$222.95,145
2118,"Blue Reclining Sofa","$1,119.99",77
2119,"Cadmium yellow Stool",$54.99,245
2120,"Tuscan brown Futon",$419.99,32
2121,"Mountbatten pink Futon",$419.99,124
2122,"Cornsilk Dining Table",$800,167
2123,"Violet-red Reclining Loveseat","$1,023.99",139
2124,"Tan Daybed",$711.99,217
2125,"Pink flamingo Storage Bench",$194.99,100
2126,"Pink lace End Table",$99.99,41
2127,"Copper rose Coffee Table",$222.95,183
2128,"Tea green Plant Stand",$42.99,151
2129,"African violet Nightstand",$81.99,167
2130,"Ebony Sectional","$1,039.99",136
2131,"Roman silver End Table",$99.99,55
2132,"Pansy purple Coffee Table",$222.95,204
2133,"Cadmium green Sectional","$1,039.99",168
2134,"Raisin black Ottoman",$92.99,174
2135,"Phthalo green Chaise Lounge",$235.99,245
2136,"Cadmium orange Futon",$419.99,156
2137,"Rose red Sofa",$1249.99,225
2138,"Burnt umber Storage Bench",$194.99,238
2139,"Citrine Sleeper Sofa","$1,279.99",207
2140,"Tropical rainforest End Table",$99.99,76
2141,"Celtic blue Sofa",$1249.99,122
2142,"Parchment Plant Stand",$42.99,97
2143,"Lavender blue Reclining Sofa","$1,119.99",158
2144,"Antique white Chaise Lounge",$235.99,124
2145,"Spanish pink End Table",$99.99,166
2146,"Mint cream Dining Chair",$89.99,174
2147,"Russet brown Coffee Table",$222.95,226
2148,"Champagne pink Plant Stand",$42.99,197
2149,"Dodger blue Dining Table",$800,155
2150,"Maximum blue Nightstand",$81.99,50
2151,"Lemon chiffon Futon",$419.99,133
2152,"Honeydew Ottoman",$92.99,133
2153,"Volt green Nightstand",$81.99,69
2154,"Electric purple Nightstand",$81.99,135
2155,"Dark salmon Bed",$389.99,144
2156,"Pale cerulean Daybed",$711.99,234
2157,"Cornflower blue Sectional","$1,039.99",231
2158,"Dark orange Ottoman",$92.99,155
2159,"Tuscan tan Sleeper Sofa","$1,279.99",47
2160,"Taupe Coffee Table",$222.95,46
2161,"Dark cyan Coffee Table",$222.95,231
2162,"Tuscan brown Reclining Sofa","$1,119.99",81
2163,"Rose Dust Crib",$289,29
2164,"Harvard Crimson Sectional","$1,039.99",212
2165,"Dark orchid Futon",$419.99,138
2166,"Old gold Sectional","$1,039.99",54
2167,"Slimy green Sectional","$1,039.99",74
2168,"Brick red Reclining Sofa","$1,119.99",193
2169,"Ivory Loveseat",$669.99,198
2170,"Blue jeans Reclining Loveseat","$1,023.99",124
2171,"Vivid sky blue Crib",$289,210
2172,"Green-blue Sofa",$1249.99,129
2173,"Tropical rainforest Loveseat",$669.99,207
2174,"Venetian red Ottoman",$92.99,244
2175,"Blue yonder Sleeper Sofa","$1,279.99",232
2176,"Vegas gold Ottoman",$92.99,235
2177,"Lemon Dining Table",$800,39
2178,"Rebecca Purple Reclining Loveseat","$1,023.99",245
2179,"Charm pink Dining Table",$800,165
2180,"Bright maroon Sofa",$1249.99,192
2181,"USAFA blue Reclining Loveseat","$1,023.99",65
2182,"Melon pink Headboard",$222.99,112
2183,"Redwood Reclining Sofa","$1,119.99",205
2184,"Pink flamingo Coffee Table",$222.95,61
2185,"Big dip o’ruby Bed",$389.99,223
2186,"Lawn green End Table",$99.99,224
2187,"Chili red Headboard",$222.99,118
2188,"Steel pink Sofa",$1249.99,193
2189,"International Klein Blue Loveseat",$669.99,32
2190,"China pink Ottoman",$92.99,168
2191,"Glossy grape Nightstand",$81.99,176
2192,"Light sea green Loveseat",$669.99,103
2193,"Red Salsa Dining Table",$800,148
2194,"Coyote brown Futon",$419.99,230
2195,"Lavender gray Bed",$389.99,114
2196,"Copper penny Futon",$419.99,244
2197,"Orchid Plant Stand",$42.99,222
2198,"Pastel pink Nightstand",$81.99,82
2199,"Denim blue Storage Bench",$194.99,136
2200,"Field drab Coffee Table",$222.95,115
2201,"Rose taupe Ottoman",$92.99,129
2202,"Tropical rainforest Futon",$419.99,45
2203,"Oxford blue Nightstand",$81.99,86
2204,"Metallic Sunburst Daybed",$711.99,196
2205,"Dark khaki Loveseat",$669.99,41
2206,"Puce Stool",$54.99,82
2207,"Ruby Coffee Table",$222.95,61
2208,"Desert Storage Bench",$194.99,244
2209,"Cornsilk Bed",$389.99,162
2210,"Ming Dresser",$599.99,148
2211,"Yellow Nightstand",$81.99,160
2212,"Sizzling Sunrise yellow Sectional","$1,039.99",30
2213,"Cornflower blue Headboard",$222.99,241
2214,"French lilac Futon",$419.99,205
2215,"Tart Orange Headboard",$222.99,26
2216,"Mystic maroon Reclining Loveseat","$1,023.99",36
2217,"Midnight blue Crib",$289,30
2218,"Marigold Sofa",$1249.99,153
2219,"Antique brass Dining Table",$800,26
2220,"Spanish gray Wardrobe",$719.99,192
2221,"Sapphire Chaise Lounge",$235.99,73
2222,"Ultra red Chaise Lounge",$235.99,157
2223,"Light cyan Sleeper Sofa","$1,279.99",124
2224,"Shadow grey Coffee Table",$222.95,127
2225,"Granny Smith apple Ottoman",$92.99,153
2226,"Cobalt blue Loveseat",$669.99,101
2227,"Maximum blue purple Sofa",$1249.99,204
2228,"Harvard Crimson Bed",$389.99,152
2229,"Cornflower blue Chaise Lounge",$235.99,94
2230,"Violet Dining Table",$800,184
2231,"Persimmon Plant Stand",$42.99,126
2232,"Orchid Dresser",$599.99,62
2233,"YInMn Blue Dining Table",$800,76
2234,"Rose pink Headboard",$222.99,147
2235,"Blue yonder End Table",$99.99,220
2236,"Oxford blue Plant Stand",$42.99,219
2237,"Yellow Orange Stool",$54.99,158
2238,"Air superiority blue Storage Bench",$194.99,73
2239,"Orange Loveseat",$669.99,233
2240,"Hot magenta Bed",$389.99,188
2241,"Brown Loveseat",$669.99,106
2242,"Cherry blossom pink Headboard",$222.99,248
2243,"UP Forest green Sofa",$1249.99,169
2244,"Eton blue Bed",$389.99,44
2245,"Sand Headboard",$222.99,211
2246,"Dark jungle green Loveseat",$669.99,68
2247,"Middle yellow Reclining Loveseat","$1,023.99",67
2248,"Lilac Luster Chaise Lounge",$235.99,192
2249,"Tuscan red Futon",$419.99,195
2250,"French bistre Dining Chair",$89.99,224
2251,"Windsor tan Reclining Loveseat","$1,023.99",101
2252,"Medium spring green Plant Stand",$42.99,212
2253,"Slimy green Bed",$389.99,100
2254,"Dark purple Coffee Table",$222.95,234
2255,"Deep cerise Loveseat",$669.99,57
2256,"Fern green Sleeper Sofa","$1,279.99",148
2257,"Umber Nightstand",$81.99,89
2258,"Orange Bed",$389.99,25
2259,"Majorelle blue Dresser",$599.99,93
2260,"Seashell Chaise Lounge",$235.99,154
2261,"Caribbean green Dresser",$599.99,62
2262,"Antique ruby Sleeper Sofa","$1,279.99",47
2263,"Cool grey Reclining Sofa","$1,119.99",64
2264,"Minion yellow Sofa",$1249.99,227
2265,"China rose Reclining Loveseat","$1,023.99",171
2266,"Harvard Crimson Sofa",$1249.99,50
2267,"Roman silver Reclining Loveseat","$1,023.99",221
2268,"Asparagus green Sleeper Sofa","$1,279.99",55
2269,"New York pink Coffee Table",$222.95,109
2270,"Medium orchid Coffee Table",$222.95,85
2271,"Purple pizzazz Wardrobe",$719.99,164
2272,"Sunglow Headboard",$222.99,121
2273,"Café noir Plant Stand",$42.99,94
2274,"Persian orange Loveseat",$669.99,209
2275,"Maximum yellow Stool",$54.99,174
2276,"Winter Sky Dining Chair",$89.99,27
2277,"Aqua Headboard",$222.99,136
2278,"Baby pink Chaise Lounge",$235.99,167
2279,"Yellow Loveseat",$669.99,150
2280,"Middle yellow Daybed",$711.99,56
2281,"French mauve Sleeper Sofa","$1,279.99",25
2282,"Process yellow Sectional","$1,039.99",44
2283,"Tyrian purple Reclining Loveseat","$1,023.99",82
2284,"Lemon yellow Loveseat",$669.99,131
2285,"Dark turquoise Plant Stand",$42.99,120
2286,"Ivory Coffee Table",$222.95,107
2287,"Heliotrope gray Bench",$114.99,246
2288,"Charcoal Dining Table",$800,250
2289,"Hansa yellow Dresser",$599.99,30
2290,"Air superiority blue Stool",$54.99,25
2291,"Lemon meringue Bench",$114.99,89
2292,"Onyx Sofa",$1249.99,44
2293,"Eggshell Chaise Lounge",$235.99,43
2294,"Black coffee Reclining Loveseat","$1,023.99",142
2295,"Rose red Dresser",$599.99,58
2296,"Brandy Storage Bench",$194.99,200
2297,"Paolo Veronese green Reclining Loveseat","$1,023.99",248
2298,"Chili red Dresser",$599.99,61
2299,"Sacramento State green Stool",$54.99,148
2300,"Roman silver Dresser",$599.99,61
2301,"Middle green Futon",$419.99,57
2302,"Thulian pink Coffee Table",$222.95,43
2303,"Desert Chaise Lounge",$235.99,128
2304,"Vanilla Dresser",$599.99,170
2305,"Sonic silver Daybed",$711.99,112
2306,"Heliotrope Storage Bench",$194.99,47
2307,"Fiery rose Reclining Sofa","$1,119.99",125
2308,"French lime Nightstand",$81.99,59
2309,"Maximum yellow red Reclining Loveseat","$1,023.99",215
2310,"Tangerine Futon",$419.99,106
2311,"Tuscan brown Loveseat",$669.99,184
2312,"Gold Fusion Dining Chair",$89.99,66
2313,"Sunset Stool",$54.99,138
2314,"Amazon green Coffee Table",$222.95,124
2315,"Thulian pink Daybed",$711.99,239
2316,"Princeton orange Reclining Sofa","$1,119.99",33
2317,"Sky blue Bench",$114.99,204
2318,"Slate gray Sofa",$1249.99,193
2319,"Light cyan Reclining Loveseat","$1,023.99",247
2320,"Celadon blue Dining Chair",$89.99,200
2321,"Fuchsia Dresser",$599.99,67
2322,"Violet-blue Daybed",$711.99,40
2323,"Orchid pink Nightstand",$81.99,145
2324,"Dark red Loveseat",$669.99,135
2325,"Olivine Wardrobe",$719.99,88
2326,"Burnt orange Crib",$289,179
2327,"Star command blue Headboard",$222.99,180
2328,"Medium orchid Plant Stand",$42.99,222
2329,"Prussian blue Dresser",$599.99,146
2330,"Light steel blue Loveseat",$669.99,237
2331,"Coral pink Bench",$114.99,206
2332,"Lapis lazuli Coffee Table",$222.95,222
2333,"Pastel pink Chaise Lounge",$235.99,229
2334,"Olive Drab Daybed",$711.99,127
2335,"Pale Dogwood Futon",$419.99,131
2336,"Process yellow Loveseat",$669.99,178
2337,"Maya blue Coffee Table",$222.95,54
2338,"Nickel Bed",$389.99,131
2339,"Canary Sectional","$1,039.99",199
2340,"Maximum blue Reclining Sofa","$1,119.99",225
2341,"Yellow Orange Plant Stand",$42.99,249
2342,"Telemagenta Sectional","$1,039.99",130
2343,"Café noir Storage Bench",$194.99,107
2344,"Rusty red Dining Table",$800,107
2345,"Process yellow End Table",$99.99,82
2346,"Sage green Bed",$389.99,140
2347,"Majorelle blue Coffee Table",$222.95,165
2348,"Fluorescent blue Chaise Lounge",$235.99,55
2349,"Pink Futon",$419.99,125
2350,"Russian violet End Table",$99.99,142
2351,"Heliotrope Wardrobe",$719.99,221
2352,"Medium spring green Wardrobe",$719.99,162
2353,"Amaranth pink Dining Chair",$89.99,103
2354,"Pictorial carmine Dining Chair",$89.99,171
2355,"Misty rose Reclining Sofa","$1,119.99",63
2356,"Raspberry Loveseat",$669.99,128
2357,"Ocean Blue Chaise Lounge",$235.99,50
2358,"Auburn Dining Table",$800,240
2359,"Wild blue yonder Crib",$289,104
2360,"Red Salsa Headboard",$222.99,132
2361,"Wisteria purple Sofa",$1249.99,213
2362,"Medium candy apple red Sofa",$1249.99,225
2363,"Resolution blue Bench",$114.99,49
2364,"Quinacridone magenta Headboard",$222.99,226
2365,"Yellow-green Nightstand",$81.99,130
2366,"Brandy Coffee Table",$222.95,68
2367,"Orchid Sectional","$1,039.99",247
2368,"British racing green Loveseat",$669.99,84
2369,"Cerulean Nightstand",$81.99,170
2370,"Apricot Sleeper Sofa","$1,279.99",212
2371,"Persian rose Sleeper Sofa","$1,279.99",171
2372,"Rufous Bench",$114.99,155
2373,"Yellow Orange Sofa",$1249.99,133
2374,"Davy's grey Sofa",$1249.99,94
2375,"Slate blue Coffee Table",$222.95,179
2376,"Persimmon Nightstand",$81.99,88
2377,"Fuzzy Wuzzy brown Ottoman",$92.99,235
2378,"Pink lavender Crib",$289,93
2379,"Copper rose Loveseat",$669.99,185
2380,"USAFA blue Plant Stand",$42.99,162
2381,"Pale silver Coffee Table",$222.95,53
2382,"Mikado yellow Nightstand",$81.99,248
2383,"Gray Stool",$54.99,81
2384,"Persian green Crib",$289,122
2385,"Dark purple Daybed",$711.99,128
2386,"Light cyan Sleeper Sofa","$1,279.99",162
2387,"Wild watermelon Plant Stand",$42.99,193
2388,"Tyrian purple Dining Table",$800,88
2389,"Pink lavender Chaise Lounge",$235.99,201
2390,"Chestnut Chaise Lounge",$235.99,95
2391,"Straw Loveseat",$669.99,92
2392,"Pine green Storage Bench",$194.99,104
2393,"Arctic lime Sectional","$1,039.99",100
2394,"Drab Ottoman",$92.99,33
2395,"Orange-red Sleeper Sofa","$1,279.99",127
2396,"Spring bud Wardrobe",$719.99,140
2397,"Chili red Ottoman",$92.99,108
2398,"Little boy blue Storage Bench",$194.99,243
2399,"Indian red Sofa",$1249.99,62
2400,"Burlywood Sectional","$1,039.99",238
2401,"English lavender Bed",$389.99,109
2402,"Arctic lime Bed",$389.99,139
2403,"Dark moss green Dining Table",$800,217
2404,"Indigo Chaise Lounge",$235.99,25
2405,"Dark chocolate Bench",$114.99,239
2406,"Midnight green Daybed",$711.99,110
2407,"Eggshell Bench",$114.99,153
2408,"Bright maroon Headboard",$222.99,163
2409,"Deep pink Sectional","$1,039.99",242
2410,"Quick Silver Sofa",$1249.99,215
2411,"Palatinate purple Chaise Lounge",$235.99,101
2412,"Vivid sky blue Dining Chair",$89.99,229
2413,"Brandy Loveseat",$669.99,94
2414,"Espresso Sofa",$1249.99,216
2415,"Pullman Brown Plant Stand",$42.99,143
2416,"Goldenrod Loveseat",$669.99,94
2417,"Macaroni and Cheese Crib",$289,160
2418,"Lemon yellow Plant Stand",$42.99,102
2419,"Cerulean frost Coffee Table",$222.95,203
2420,"Resolution blue Bed",$389.99,226
2421,"Orange-red Sofa",$1249.99,155
2422,"Cadet blue Dining Table",$800,219
2423,"Magnolia End Table",$99.99,198
2424,"Opal Crib",$289,125
2425,"Light coral Sectional","$1,039.99",27
2426,"Naples yellow Ottoman",$92.99,241
2427,"Tangerine Sectional","$1,039.99",244
2428,"Deep Space Sparkle Dresser",$599.99,134
2429,"White Dining Table",$800,50
2430,"Bistre brown Dining Table",$800,69
2431,"Sage green Daybed",$711.99,209
2432,"Sky magenta Storage Bench",$194.99,106
2433,"Tan Daybed",$711.99,128
2434,"Mode beige Reclining Sofa","$1,119.99",180
2435,"Sunray gold Reclining Sofa","$1,119.99",118
2436,"Electric green Coffee Table",$222.95,138
2437,"OU Crimson red Futon",$419.99,69
2438,"Lime green Plant Stand",$42.99,111
2439,"Eton blue Stool",$54.99,53
2440,"Dark cyan Bed",$389.99,34
2441,"Dark olive green Sofa",$1249.99,223
2442,"Dark chocolate Reclining Sofa","$1,119.99",54
2443,"Deep champagne Ottoman",$92.99,216
2444,"Dark electric blue Headboard",$222.99,143
2445,"Bud green Crib",$289,184
2446,"Cadet grey End Table",$99.99,164
2447,"Powder blue Stool",$54.99,28
2448,"Fuchsia Reclining Sofa","$1,119.99",27
2449,"School Bus Yellow Dresser",$599.99,97
2450,"Artichoke Loveseat",$669.99,201
2451,"Fawn Bed",$389.99,238
2452,"Outrageous Orange Stool",$54.99,166
2453,"Heliotrope Bed",$389.99,184
2454,"Medium slate blue Storage Bench",$194.99,220
2455,"Spring bud Ottoman",$92.99,88
2456,"Indian yellow Sectional","$1,039.99",55
2457,"Plump Purple Crib",$289,187
2458,"Persian plum Coffee Table",$222.95,105
2459,"Old mauve Sectional","$1,039.99",228
2460,"Burnt sienna Reclining Loveseat","$1,023.99",242
2461,"Papaya whip Sofa",$1249.99,114
2462,"English lavender Dining Table",$800,130
2463,"Burnt orange Dining Table",$800,89
2464,"Baby blue Stool",$54.99,172
2465,"Sunglow Bed",$389.99,105
2466,"Light orange Crib",$289,232
2467,"Magenta haze Sleeper Sofa","$1,279.99",164
2468,"Hot pink Headboard",$222.99,34
2469,"Steel Teal Dining Table",$800,140
2470,"Schauss pink Daybed",$711.99,114
2471,"Maximum blue Dresser",$599.99,240
2472,"Magenta Wardrobe",$719.99,117
2473,"Chocolate Cosmos Dining Table",$800,141
2474,"Dark green Stool",$54.99,245
2475,"Quinacridone magenta Loveseat",$669.99,54
2476,"Copper rose Futon",$419.99,57
2477,"United Nations blue Sleeper Sofa","$1,279.99",88
2478,"Duke blue Bench",$114.99,250
2479,"French lilac Coffee Table",$222.95,82
2480,"Deep Space Sparkle Futon",$419.99,197
2481,"Cream Sofa",$1249.99,224
2482,"Cinnabar Coffee Table",$222.95,247
2483,"Smoky black Headboard",$222.99,231
2484,"Mint green Stool",$54.99,54
2485,"Redwood Headboard",$222.99,136
2486,"Mystic maroon Dresser",$599.99,125
2487,"Non-photo blue Bench",$114.99,106
2488,"Green Bench",$114.99,33
2489,"Mustard yellow Sectional","$1,039.99",164
2490,"Dutch white Reclining Loveseat","$1,023.99",244
